No errors
No warnings
171 ms
data source=metars
4336 results
raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
KN03 262135Z AUTO 32004KT 10SM SCT042 21/13 A3027 RMK AO2,KN03,2014-09-26T21:35:00Z,42.6,-76.22,21.0,13.0,320,4,,10.0,30.268702,,,TRUE,TRUE,,,,,,,SCT,4200,,,,,,,VFR,,,,,,,,,,,,METAR,366.0
KMKS 262135Z AUTO 03007KT 5SM BR OVC018 23/21 A3009 RMK AO2,KMKS,2014-09-26T21:35:00Z,33.18,-80.03,23.0,21.0,30,7,,5.0,30.088583,,,TRUE,TRUE,,,,,,BR,OVC,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,23.0
KMAN 262135Z AUTO 33009KT 10SM CLR 20/02 A2998 RMK AO1,KMAN,2014-09-26T21:35:00Z,43.58,-116.52,20.0,2.0,330,9,,10.0,29.97933,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,774.0
KLUX 262135Z AUTO 04004KT 7SM RA OVC016 20/20 A3018 RMK AO2,KLUX,2014-09-26T21:35:00Z,34.5,-81.95,20.0,20.0,40,4,,7.0,30.180119,,,TRUE,TRUE,,,,,,RA,OVC,1600,,,,,,,MVFR,,,,,,,,,,,,METAR,213.0
KJZI 262135Z AUTO 36008KT 10SM OVC018 23/23 A3008 RMK A02 P000,KJZI,2014-09-26T21:35:00Z,32.7,-80.0,23.0,23.0,360,8,,10.0,30.079725,,,TRUE,TRUE,,,,,,,OVC,1800,,,,,,,MVFR,,,,,,,,,,,,METAR,6.0
KJFX 262135Z AUTO 05005KT 10SM CLR 29/18 A3009 RMK A02 P-128,KJFX,2014-09-26T21:35:00Z,33.9,-87.32,29.0,18.0,50,5,,10.0,30.088583,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,148.0
KHYW 262135Z AUTO 02005KT 5SM BR OVC015 21/20 A3011 RMK AO2,KHYW,2014-09-26T21:35:00Z,33.83,-79.12,21.0,20.0,20,5,,5.0,30.109253,,,TRUE,TRUE,,,,,,BR,OVC,1500,,,,,,,MVFR,,,,,,,,,,,,METAR,11.0
KHVS 262135Z AUTO 01007KT 10SM SCT017 BKN023 OVC032 22/12 A3015 RMK AO2,KHVS,2014-09-26T21:35:00Z,34.4,-80.12,22.0,12.0,10,7,,10.0,30.15059,,,TRUE,TRUE,,,,,,,SCT,1700,BKN,2300,OVC,3200,,,MVFR,,,,,,,,,,,,METAR,111.0
KCQW 262135Z AUTO 02005KT 10SM BKN022 OVC032 20/18 A3014 RMK AO2,KCQW,2014-09-26T21:35:00Z,34.72,-79.95,20.0,18.0,20,5,,10.0,30.138779,,,TRUE,TRUE,,,,,,,BKN,2200,OVC,3200,,,,,MVFR,,,,,,,,,,,,METAR,73.0
KCKI 262135Z AUTO 01005KT 10SM OVC021 22/20 A3011 RMK AO2,KCKI,2014-09-26T21:35:00Z,33.72,-79.85,22.0,20.0,10,5,,10.0,30.109253,,,TRUE,TRUE,,,,,,,OVC,2100,,,,,,,MVFR,,,,,,,,,,,,METAR,21.0
KBOW 262135Z AUTO 03006KT 10SM BKN060 24/23 A2999 RMK AO2 LTG DSNT S AND W,KBOW,2014-09-26T21:35:00Z,27.93,-81.77,24.0,23.0,30,6,,10.0,29.991142,,,TRUE,TRUE,,,,,,,BKN,6000,,,,,,,VFR,,,,,,,,,,,,METAR,39.0
KBBP 262135Z AUTO 04005KT 10SM SCT020 OVC034 22/18 A3013 RMK AO2,KBBP,2014-09-26T21:35:00Z,34.62,-79.73,22.0,18.0,40,5,,10.0,30.129921,,,TRUE,TRUE,,,,,,,SCT,2000,OVC,3400,,,,,VFR,,,,,,,,,,,,METAR,45.0
K46D 262135Z AUTO 17021G29KT 10SM CLR 30/15 A2989 RMK AO2,K46D,2014-09-26T21:35:00Z,47.45,-99.15,30.0,15.0,170,21,29,10.0,29.890747,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,490.0
K42J 262135Z AUTO 07009KT 10SM 27/22 A3002 RMK AO1 TSNO,K42J,2014-09-26T21:35:00Z,29.85,-82.05,27.0,22.0,70,9,,10.0,30.02067,,,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,METAR,60.0
K2C8 262135Z AUTO 18020G26KT 10SM CLR 29/16 A2990 RMK AO2,K2C8,2014-09-26T21:35:00Z,48.78,-97.63,29.0,16.0,180,20,26,10.0,29.899607,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,272.0
KRZR 262135Z AUTO 01004KT 10SM CLR 27/16 A3012 RMK,KRZR,2014-09-26T21:35:00Z,35.22,-84.8,27.0,16.0,10,4,,10.0,30.121063,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,263.0
KMNI 262135Z AUTO 03006KT 7SM OVC019 22/21 A3011 RMK AO2,KMNI,2014-09-26T21:35:00Z,33.58,-80.22,22.0,21.0,30,6,,7.0,30.109253,,,TRUE,TRUE,,,,,,,OVC,1900,,,,,,,MVFR,,,,,,,,,,,,METAR,32.0
KLQK 262135Z AUTO 05007KT 10SM OVC023 21/18 A3018 RMK AO2 T02070175,KLQK,2014-09-26T21:35:00Z,34.82,-82.7,20.7,17.5,50,7,,10.0,30.180119,,,TRUE,TRUE,,,,,,,OVC,2300,,,,,,,MVFR,,,,,,,,,,,,METAR,309.0
KGWR 262135Z AUTO 14018G21KT CLR 29/17 A2997 RMK A01 P000,KGWR,2014-09-26T21:35:00Z,46.22,-97.65,29.0,17.0,140,18,21,,29.970472,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,,,,,,,,,,,,,METAR,386.0
KBKN 262135Z AUTO 19006G15KT 10SM CLR 29/12 A3006 RMK AO2,KBKN,2014-09-26T21:35:00Z,36.75,-97.35,29.0,12.0,190,6,15,10.0,30.059055,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,314.0
K2V5 262135Z AUTO 16008G17KT 10SM CLR 32/06 A2999 RMK AO2 T03180064,K2V5,2014-09-26T21:35:00Z,40.1,-102.25,31.8,6.4,160,8,17,10.0,29.991142,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1118.0
K24J 262135Z AUTO 04007KT 10SM BKN055 BKN065 28/23 A3004 RMK AO1,K24J,2014-09-26T21:35:00Z,30.3,-83.03,28.0,23.0,40,7,,10.0,30.041338,,,TRUE,TRUE,,,,,,,BKN,5500,BKN,6500,,,,,VFR,,,,,,,,,,,,METAR,32.0
KGLY 262135Z AUTO 00000KT 10SM CLR 27/16 A3013 RMK AO2,KGLY,2014-09-26T21:35:00Z,38.35,-93.68,27.0,16.0,0,0,,10.0,30.129921,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,251.0
KCXP 262135Z AUTO 33013G16KT 10SM OVC065 15/01 A2999 RMK AO2,KCXP,2014-09-26T21:35:00Z,39.18,-119.73,15.0,1.0,330,13,16,10.0,29.991142,,,TRUE,TRUE,,,,,,,OVC,6500,,,,,,,VFR,,,,,,,,,,,,SPECI,1435.0
KBNL 262135Z AUTO 04005KT 10SM BKN018 OVC024 22/19 A3012 RMK AO2,KBNL,2014-09-26T21:35:00Z,33.25,-81.38,22.0,19.0,40,5,,10.0,30.121063,,,TRUE,TRUE,,,,,,,BKN,1800,OVC,2400,,,,,MVFR,,,,,,,,,,,,SPECI,75.0
KFDW 262135Z AUTO 02006KT 10SM SCT022 OVC031 21/18 A3015 RMK AO1,KFDW,2014-09-26T21:35:00Z,34.32,-81.12,21.0,18.0,20,6,,10.0,30.15059,,,TRUE,TRUE,,,,,,,SCT,2200,OVC,3100,,,,,VFR,,,,,,,,,,,,SPECI,176.0
KM25 262135Z AUTO 01004KT 10SM SCT060 28/15 A3014 RMK AO2,KM25,2014-09-26T21:35:00Z,36.77,-88.58,28.0,15.0,10,4,,10.0,30.138779,,,TRUE,TRUE,,,,,,,SCT,6000,,,,,,,VFR,,,,,,,,,,,,SPECI,160.0
KSPA 262135Z AUTO 05003KT 10SM SCT020 OVC025 22/17 A3018 RMK AO2,KSPA,2014-09-26T21:35:00Z,34.92,-81.93,22.0,17.0,50,3,,10.0,30.180119,,,TRUE,TRUE,,,,,,,SCT,2000,OVC,2500,,,,,MVFR,,,,,,,,,,,,SPECI,303.0
KIMM 262135Z AUTO 00000KT 1 1/4SM BKN001 OVC011 23/ A2996 RMK A01 P001,KIMM,2014-09-26T21:35:00Z,26.43,-81.4,23.0,,0,0,,1.25,29.958662,,,TRUE,TRUE,,,,,,,BKN,100,OVC,1100,,,,,LIFR,,,,,,,,,,,,SPECI,12.0
KGPH 262135Z AUTO 14006KT 10SM CLR 27/13 A3011 RMK AO2 LTG DSNT NE,KGPH,2014-09-26T21:35:00Z,39.33,-94.32,27.0,13.0,140,6,,10.0,30.109253,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,235.0
KDYB 262135Z AUTO 36008KT 10SM BKN018 OVC025 22/20 A3010 RMK AO1,KDYB,2014-09-26T21:35:00Z,33.07,-80.28,22.0,20.0,360,8,,10.0,30.100393,,,TRUE,TRUE,,,,,,,BKN,1800,OVC,2500,,,,,MVFR,,,,,,,,,,,,SPECI,18.0
KAIK 262135Z AUTO 04008KT 10SM OVC019 22/20 A3016 RMK AO2 PNO,KAIK,2014-09-26T21:35:00Z,33.65,-81.68,22.0,20.0,40,8,,10.0,30.159449,,,TRUE,TRUE,,,,,,,OVC,1900,,,,,,,MVFR,,,,,,,,,,,,SPECI,161.0
K4I7 262135Z AUTO 10004KT 10SM CLR 27/13 A3019 RMK AO2,K4I7,2014-09-26T21:35:00Z,39.63,-86.82,27.0,13.0,100,4,,10.0,30.188976,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,257.0
K1R7 262135Z AUTO 02006KT 9SM FEW049 SCT065 28/17 A3006 RMK AO2,K1R7,2014-09-26T21:35:00Z,31.6,-90.42,28.0,17.0,20,6,,9.0,30.059055,,,TRUE,TRUE,,,,,,,FEW,4900,SCT,6500,,,,,VFR,,,,,,,,,,,,SPECI,149.0
KMAO 262135Z AUTO 03008KT 10SM OVC025 22/17 A3012 RMK AO2,KMAO,2014-09-26T21:35:00Z,34.18,-79.33,22.0,17.0,30,8,,10.0,30.121063,,,TRUE,TRUE,,,,,,,OVC,2500,,,,,,,MVFR,,,,,,,,,,,,SPECI,28.0
KLKR 262135Z AUTO 05003KT 10SM OVC029 20/20 A3016 RMK AO2,KLKR,2014-09-26T21:35:00Z,34.72,-80.85,20.0,20.0,50,3,,10.0,30.159449,,,TRUE,TRUE,,,,,,,OVC,2900,,,,,,,MVFR,,,,,,,,,,,,SPECI,149.0
KLDJ 262135Z AUTO 02004KT 10SM CLR 28/10 A3017 RMK AO2 T02780103,KLDJ,2014-09-26T21:35:00Z,40.62,-74.25,27.8,10.3,20,4,,10.0,30.171259,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,7.0
KANQ 262135Z AUTO 09004KT 10SM CLR 25/11 A3024 RMK,KANQ,2014-09-26T21:35:00Z,41.63,-85.08,25.0,11.0,90,4,,10.0,30.239174,,,TRUE,,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,303.0
KXSA 262135Z AUTO 01004KT 10SM CLR 23/12 A3019 RMK AO2,KXSA,2014-09-26T21:35:00Z,37.87,-76.9,23.0,12.0,10,4,,10.0,30.188976,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,42.0
KGGE 262135Z AUTO 01011KT 10SM OVC014 22/20 A3009 RMK AO2,KGGE,2014-09-26T21:35:00Z,33.32,-79.32,22.0,20.0,10,11,,10.0,30.088583,,,TRUE,TRUE,,,,,,,OVC,1400,,,,,,,MVFR,,,,,,,,,,,,SPECI,12.0
KCLS 262135Z AUTO 17009KT 140V200 10SM SCT032 OVC070 18/15 A3004 RMK AO2,KCLS,2014-09-26T21:35:00Z,46.68,-122.98,18.0,15.0,170,9,,10.0,30.041338,,,TRUE,TRUE,,,,,,,SCT,3200,OVC,7000,,,,,VFR,,,,,,,,,,,,SPECI,54.0
KCDN 262135Z AUTO 05006KT 10SM OVC028 21/17 A3015 RMK AO2 TSNO,KCDN,2014-09-26T21:35:00Z,34.28,-80.57,21.0,17.0,50,6,,10.0,30.15059,,,TRUE,TRUE,,,TRUE,,,,OVC,2800,,,,,,,MVFR,,,,,,,,,,,,SPECI,92.0
K1P1 262135Z AUTO 29007KT 10SM CLR 24/15 A3015 RMK AO2 T02370150,K1P1,2014-09-26T21:35:00Z,43.78,-71.75,23.7,15.0,290,7,,10.0,30.15059,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,154.0
KARW 262135Z AUTO 02008KT 7SM OVC019 23/20 A3007 RMK AO2,KARW,2014-09-26T21:35:00Z,32.42,-80.63,23.0,20.0,20,8,,7.0,30.070866,,,TRUE,TRUE,,,,,,,OVC,1900,,,,,,,MVFR,,,,,,,,,,,,SPECI,4.0
CWUW 262134Z AUTO 35006KT 9SM -SN OVC007 OVC050 OVC081 M09/ A2959,CWUW,2014-09-26T21:34:00Z,68.65,-71.17,-9.0,,350,6,,9.0,29.589567,,,TRUE,,,,,,,-SN,OVC,700,OVC,5000,OVC,8100,,,IFR,,,,,,,,,,,,SPECI,527.0
KORL 262133Z 05004KT 7SM -RA SCT007 BKN015 OVC100 25/24 A2998 RMK AO2 P0031 T02500239,KORL,2014-09-26T21:33:00Z,28.55,-81.33,25.0,23.9,50,4,,7.0,29.97933,,,,TRUE,,,,,,-RA,SCT,700,BKN,1500,OVC,10000,,,MVFR,,,,,,0.31,,,,,,SPECI,37.0
KORB 262133Z AUTO 18004KT 10SM SCT047 26/12 A3010 RMK AO2,KORB,2014-09-26T21:33:00Z,48.02,-92.87,26.0,12.0,180,4,,10.0,30.100393,,,TRUE,TRUE,,,,,,,SCT,4700,,,,,,,VFR,,,,,,,,,,,,METAR,397.0
KEQY 262133Z AUTO 04008KT 10SM BKN017 BKN024 OVC031 21/17 A3017 RMK AO2 T02060167,KEQY,2014-09-26T21:33:00Z,35.02,-80.62,20.6,16.7,40,8,,10.0,30.171259,,,TRUE,TRUE,,,,,,,BKN,1700,BKN,2400,OVC,3100,,,MVFR,,,,,,,,,,,,SPECI,212.0
EHWO 262133Z AUTO 07001KT 0600 FG FEW004 BKN006 BKN007 15/15 Q1026 RED,EHWO,2014-09-26T21:33:00Z,51.45,4.32,15.0,15.0,70,1,,0.37,30.295275,,,TRUE,,,,,,,FG,FEW,400,BKN,600,BKN,700,,,LIFR,,,,,,,,,,,,SPECI,17.0
KFOZ 262132Z AUTO 17009G15KT 10SM CLR A3011 RMK AO2,KFOZ,2014-09-26T21:32:00Z,47.77,-93.65,,,170,9,15,10.0,30.109253,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,411.0
KFOA 262132Z AUTO 00000KT 10SM CLR 28/11 A3017 RMK AO2,KFOA,2014-09-26T21:32:00Z,38.67,-88.45,28.0,11.0,0,0,,10.0,30.171259,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,144.0
KAND 262132Z AUTO 06008KT 10SM SCT022 OVC030 21/17 A3017 RMK AO2 T02110167,KAND,2014-09-26T21:32:00Z,34.5,-82.72,21.1,16.7,60,8,,10.0,30.171259,,,TRUE,TRUE,,,,,,,SCT,2200,OVC,3000,,,,,MVFR,,,,,,,,,,,,SPECI,239.0
KCPK 262132Z AUTO 36007KT 10SM CLR 24/13 A3016 RMK AO2,KCPK,2014-09-26T21:32:00Z,36.67,-76.32,24.0,13.0,360,7,,10.0,30.159449,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,6.0
KAAA 262132Z AUTO 00000KT 10SM CLR 29/12 A3014 RMK AO2,KAAA,2014-09-26T21:32:00Z,40.17,-89.33,29.0,12.0,0,0,,10.0,30.138779,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,182.0
CYCP 262132Z 00000KT 15SM VCSH FEW006 FEW030 BKN055TCU RMK SF1CF2TCU3,CYCP,2014-09-26T21:32:00Z,52.13,-119.28,,,0,0,,15.0,,,,,,,,,,,VCSH,FEW,600,FEW,3000,BKN,5500,,,VFR,,,,,,,,,,,,SPECI,683.0
CYKJ 262132Z AUTO 06018KT 9SM -RA SCT015 BKN041 OVC060 04/03 A2990 RMK LTNG DIST SE PRESFR PCPN 1.5MM PAST HR SLP147,CYKJ,2014-09-26T21:32:00Z,57.25,-105.62,4.0,3.0,60,18,,9.0,29.899607,1014.7,,TRUE,,,,,,,-RA,SCT,1500,BKN,4100,OVC,6000,,,VFR,,,,,,,,,,,,SPECI,509.0
KVJI 262132Z AUTO 07005KT 10SM CLR 24/16 A3020 RMK AO2,KVJI,2014-09-26T21:32:00Z,36.67,-82.02,24.0,16.0,70,5,,10.0,30.200787,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,SPECI,631.0
CYIO 262131Z 15004KT 2 1/2SM -SN SCT013 BKN018 BKN025 BKN038 M06/M07 A2967 RMK SC4SC1SC1SC1 SLP052,CYIO,2014-09-26T21:31:00Z,72.67,-77.97,-6.0,-7.0,150,4,,2.5,29.66929,1005.2,,,,,,,,,-SN,SCT,1300,BKN,1800,BKN,2500,BKN,3800,IFR,,,,,,,,,,,,SPECI,57.0
KFKN 262131Z AUTO 03004KT 10SM CLR 23/15 A3016 RMK AO1,KFKN,2014-09-26T21:31:00Z,36.7,-76.9,23.0,15.0,30,4,,10.0,30.159449,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,12.0
KCJR 262131Z AUTO 35008KT 10SM CLR 24/13 A3020 RMK AO2,KCJR,2014-09-26T21:31:00Z,38.53,-77.87,24.0,13.0,350,8,,10.0,30.200787,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,97.0
K2DP 262131Z AUTO M 10SM BKN026 21/16 A3016 RMK AO2 BKN V SCT $,K2DP,2014-09-26T21:31:00Z,35.68,-75.9,21.0,16.0,,,,10.0,30.159449,,,TRUE,TRUE,TRUE,,,,,,BKN,2600,,,,,,,MVFR,,,,,,,,,,,,SPECI,3.0
KSSI 262131Z AUTO 04012KT 10SM OVC016 23/20 A3005 RMK AO2 T02330200,KSSI,2014-09-26T21:31:00Z,31.15,-81.38,23.3,20.0,40,12,,10.0,30.050198,,,TRUE,TRUE,,,,,,,OVC,1600,,,,,,,MVFR,,,,,,,,,,,,SPECI,6.0
KSRQ 262131Z 36005KT 10SM -TSRA BKN037 BKN065 OVC085 27/24 A2993 RMK AO2 LTG DSNT N-SE RAB12 TSE05B31 P0000 T02670239,KSRQ,2014-09-26T21:31:00Z,27.4,-82.57,26.7,23.9,360,5,,10.0,29.929134,,,,TRUE,,,,,,-TSRA,BKN,3700,BKN,6500,OVC,8500,,,VFR,,,,,,0.0050,,,,,,SPECI,18.0
KSHN 262131Z AUTO 19008KT 10SM -RA FEW024 BKN044 OVC070 18/15 A2999 RMK AO2 RAB15 P0002 T01780150 TSNO,KSHN,2014-09-26T21:31:00Z,47.23,-123.13,17.8,15.0,190,8,,10.0,29.991142,,,TRUE,TRUE,,,TRUE,,,-RA,FEW,2400,BKN,4400,OVC,7000,,,VFR,,,,,,0.02,,,,,,SPECI,82.0
PHNG 262131Z 08009G15KT 7SM SCT025 28/23 A3001 RMK AO2 T02830228 $,PHNG,2014-09-26T21:31:00Z,21.43,-157.77,28.3,22.8,80,9,15,7.0,30.008858,,,,TRUE,TRUE,,,,,,SCT,2500,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
CZUM 262131Z AUTO 18005KT 140V210 3SM -RA BR OVC008 06/06 A2969 RMK PRESFR PCPN 1.8MM PAST HR SLP072,CZUM,2014-09-26T21:31:00Z,53.53,-64.08,6.0,6.0,180,5,,3.0,29.68996,1007.2,,TRUE,,,,,,,-RA BR,OVC,800,,,,,,,IFR,,,,,,,,,,,,SPECI,440.0
OYAA 262130Z 00000KT 9999 FEW018 30/17 Q1007,OYAA,2014-09-26T21:30:00Z,12.83,45.02,30.0,17.0,0,0,,6.21,29.734253,,,,,,,,,,,FEW,1800,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
OIMM 262130Z 15008KT CAVOK 19/10 Q1015 A2999,OIMM,2014-09-26T21:30:00Z,36.23,59.62,19.0,10.0,150,8,,6.21,29.970472,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,980.0
DAOO 262130Z 29002KT 9999 FEW010 FEW026CB BKN033 22/21 Q1019 RETS,DAOO,2014-09-26T21:30:00Z,35.62,-0.6,22.0,21.0,290,2,,6.21,30.088583,,,,,,,,,,,FEW,1000,FEW,2600,BKN,3300,,,VFR,,,,,,,,,,,,METAR,90.0
DAON 262130Z 36005KT 9999 FEW010 BKN026 20/18 Q1019,DAON,2014-09-26T21:30:00Z,35.02,-1.47,20.0,18.0,360,5,,6.21,30.088583,,,,,,,,,,,FEW,1000,BKN,2600,,,,,MVFR,,,,,,,,,,,,METAR,247.0
DABS 262130Z 00000KT 9999 SCT033 19/17 Q1023,DABS,2014-09-26T21:30:00Z,35.43,8.12,19.0,17.0,0,0,,6.21,30.206694,,,,,,,,,,,SCT,3300,,,,,,,VFR,,,,,,,,,,,,METAR,813.0
DABC 262130Z 11003KT 9999 FEW033 BKN200 16/13 Q1024,DABC,2014-09-26T21:30:00Z,36.27,6.62,16.0,13.0,110,3,,6.21,30.236221,,,,,,,,,,,FEW,3300,BKN,20000,,,,,VFR,,,,,,,,,,,,METAR,694.0
DABB 262130Z 24003KT CAVOK 20/18 Q1021,DABB,2014-09-26T21:30:00Z,36.82,7.82,20.0,18.0,240,3,,6.21,30.147638,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
DAAT 262130Z 19005KT CAVOK 27/02 Q1021,DAAT,2014-09-26T21:30:00Z,22.82,5.47,27.0,2.0,190,5,,6.21,30.147638,,,,,,,,,,,CAVOK,,,,,,,,VFR,,,,,,,,,,,,METAR,1377.0
DAAG 262130Z 06012KT 9999 FEW023 23/17 Q1021,DAAG,2014-09-26T21:30:00Z,36.72,3.22,23.0,17.0,60,12,,6.21,30.147638,,,,,,,,,,,FEW,2300,,,,,,,VFR,,,,,,,,,,,,METAR,25.0
GMME 262130Z 00000KT 5000 SCT015 BKN100 19/17 Q1018 NOSIG,GMME,2014-09-26T21:30:00Z,34.03,-6.77,19.0,17.0,0,0,,3.11,30.059055,,,,,,TRUE,,,,,SCT,1500,BKN,10000,,,,,MVFR,,,,,,,,,,,,METAR,75.0
KPVB 262130Z AUTO 16005KT 10SM CLR 26/13 A3020 RMK AO2,KPVB,2014-09-26T21:30:00Z,42.68,-90.43,26.0,13.0,160,5,,10.0,30.200787,,,TRUE,TRUE,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,313.0
